Tweet,etiqueta
@aarosenberg jajaja tienen todos covid,0.0
@sebacamposs @AdrianPimiento @jcbchile Quien ha dicho que EEUU es un ejemplo de manejo del covid-19?,0.0
Parece que no lo circulan sino que lo explican en algunos foros. Esto debe ser uno anterior.  https://t.co/8G0UiHXnNL,0.0
"VisionEs: La COVID-19, ¿en el final del túnel? vía @escambraycu https://t.co/cQYQCVCCBv",0.0
@hdemauleon Usted se refiere a que tres miembros de una familia fallecieron de Covid-19?,0.0
El PSOE dona un millón de euros al Instituto Carlos III para que investigue la COVID-19  https://t.co/Afnjx3486o,0.0
@Covid_19Time Eso no sirve para nada,0.0
@sanidadgob @SaludPublicaEs Me podríais explicar por que esto está permitido y que llevarme a mis hijos de 2 y 4 años a pasear por el monte no? #preguntaseria #distanciasocial #covid_19 https://t.co/ZO9wJBHe3q,0.0
VAZA COVID! #job do dia https://t.co/JPTJSV3kj2,0.0
"@RenattoBautista @Mauriciomulder La historia del COVID-19 tendrá a #Vizcarra como uno de sus referentes en atención a pandemias, juajuajuaaaa!!!!!! 🤭",0.0
El primer caso del Covid19 fue en Doviembre.  https://t.co/O31uSsabLk,0.0
Parejas rotas...la COVID-vencia.. https://t.co/gdXjJjg3fg,0.0
Estadisticas del covid 2019 https://t.co/3o11GWt5qO,0.0
| #Sociedad | COVID-19: Otro día sin casos en Villa María y la región  Leé la nota en https://t.co/cf3IaAdzYk https://t.co/bJqD41Rm5v,0.0
El Dique ¿detuvo al Covid-19? - https://t.co/SjHrVuRkiS https://t.co/wpHwQfzy6S,0.0
Le ha llamado covid a un gato https://t.co/29mregWxcq,0.0
Y si no fuese por el covid este verano me iba a conocer la Francia rural a su finca. Habrá que esperar otro año.,0.0
QUE YOJITA DE GOBERNADOR TENEMOS EN NUESTRA ISLA PROPULSOR DEL COVID 19 EN VENEZUELA https://t.co/dkEKJZNyzx,0.0
"@Grupocrv360 , tenemos los productos que necesitas para protegerte del covid-19 Contactanos miguel@grupocrv.cl, +56 9 6168 5962 https://t.co/eQaqbju9sp",0.0
Tengo que ir a la gine en un rato espero no me agarre covid,0.0
"#FakeNews es ninguna parte dice ""gracias a Dios"". Solo los fanáticos le dan gracias a Dios en tiempos de #Covid_19 ...hay que darle gracias a los médicos y enfermeras https://t.co/ZQOJQRZRii",0.0
Cuidado con los ojos https://t.co/cIReOgd3NB,0.0
Claudia Laselva coordena a batalha contra a Covid-19 no Albert Einstein https://t.co/mvMIY68OuP,0.0
Claudia Laselva coordena a batalha contra a Covid-19 no Albert Einstein https://t.co/7PN3sea6lA,0.0
PONTE AL DÍA - COVID-19 EN CUBA  (Actualización del Lunes 11 de mayo) #CubaRDCongo https://t.co/srxT9h9383,0.0
Una batalla de dos meses que continúa https://t.co/o4YskT0TXv,0.0
@Catherine_Muzo @RSobet El Covid despertó el Fit interno,0.0
@PabloIglesias @LaUltima_Hora Para ejemplo Roig y Amancio Ortega.  https://t.co/xsiHmx9eqC,0.0
Anticuerpo monoclonal Itolizumab hace su aporte contra la COVID-19 https://t.co/KT22kys3NQ,0.0
"Mapa de incidencia del Covid-19 en España, municipio a municipio https://t.co/VAbHUeI2cA",0.0
"La Comunitat Valenciana registra 6 fallecidos por #covid19, cuatro en residencias https://t.co/Evv3p2td6T @GVAsanitat",0.0
⭕️ ¿Los pedos propagan la COVID-19? https://t.co/zslAokC8GK,0.0
"En @elconfidencial: Ian Morris: ""Las sociedades que se cierren al mundo se quedarán atrás"" https://t.co/shQerRPzLq",0.0
Familia mexicana hicieron una piñata del Covid-19 https://t.co/xR4Lhh5DFY ◼,0.0
Reporte Situacional N° 1 Pandemia por #Covid_19🦠en #Venezuela Marzo/Abril 2020 🗒️  Reporte es elaborado por Convite y forma parte del Proyecto #MonitorDeSalud   https://t.co/uRfAIw1C8K https://t.co/LGhfwfpufO,0.0
@policia Esto es cierto ? https://t.co/h3v14MiDbW,0.0
Todos 🆚 el #Covid_19 https://t.co/yF27DkZqch,0.0
#CORONAVIRUS | Equipos de respuesta inmediata para municipios sin COVID-19 en #Risaralda.  Esta es una medida de preparación dirigida a las localidades que no tienen o poseen pocos casos diagnosticados.  &gt;&gt; https://t.co/RliQlsaAIj https://t.co/CtLHvdnMgH,0.0
Una revisión de todo lo que disponemos actualmente para el manejo de COVID,0.0
Artistas andaluces participan en la campaña para la compra de test de detección de la Covid-19 https://t.co/6P0tYRWUm0 vía @diariosevilla,0.0
CARIB / AMERICA LATINA:  Jóvenes de América Latina y el Caribe hablan sobre COVID-19-ICM https://t.co/j420ICpPQZ,0.0
"@ScotiabankRD Apliquenme pagar los tres meses diferidos por el Covid para el final de mi préstamo, no en los próximos 24 meses a partir de enero 2021. Como lo hacen los demás bancos.",0.0
Anticuerpo monoclonal Itolizumab hace su aporte contra la COVID-19 https://t.co/KAeLfvkxHi Via @Granma_Digital,0.0
Si se puede!si se puede!  https://t.co/dgO4fuBvUG,0.0
COVID-19 VS Economía https://t.co/jYcaRoE4eL,0.0
La Covid-19 https://t.co/135i3M0I4Y,0.0
'Imaxe Covid-19': El coronavirus a través de la óptica de seis fotoperiodistas gallegos - El Español https://t.co/kFG79iYv4V,0.0
"no salgas de no ser necesario, veamonos en el ejemplo de rusia, en dias ya está en el puesto 3 en paises con mas casos de covid-19, no hay que co nfiarse",0.0
Familiares de 3.260 fallecidos por covid se querellan contra Sánchez y sus ministros @MIUI| https://t.co/sKsSZ5zjnV,0.0
Sin casos de Covid-19 despues de varios dias de repunte… https://t.co/nF6H2OEmuD,0.0
LO QUE DANIEL ORTEGA OCULTA SOBRE EL COVID-19 EN NICARAGUA https://t.co/LiuG5PSLqS,0.0
En Alemania hay un rebrote de Covid-19. En Taiwán tienen 30 días sin contagios locales. Podemos aprender de ellos,0.0
"Este es otro COVID, el K. Este tampoco tiene vacuna. Cuidado https://t.co/tRPVhl6IIJ",0.0
⭕️ ¿El uso de una mascarilla desechable puede protegernos del COVID-19? https://t.co/DP5gB7pRIZ,0.0
@Katmrf @garotacinefila @o_antagonista https://t.co/ve6FprnCje  Por que torces contra a vida?,0.0
"@Lolamoner @nurigat @boye_g Perdona, hace un par de meses, absolutamente nadie sabía limpiar zona Covid.",0.0
Findasense (@Findasense ) lanza el Paper #0 Covid-19 “Escenarios y horizontes de futuro post-cuarentena en el consumo y la producción”. https://t.co/h7wF2KP8h9,0.0
"Cuidado con el COVID en Rosario, ojo! https://t.co/3i8105nD8Q",0.0
Chau covid hola obreros en construcción 8x5,0.0
@juliantinasdcom @juliantinahoney Del covid-19 alv jajaja,0.0
"¿ú también te acuerdas de él cuando oyes en los medios eso de ""el cÓvid""? https://t.co/z4stxoISuT",0.0
"En Vzla la cuarentena no es por el Covid-19, es por la gasolina. Fin de mundo.",0.0
Tres fallecidos más en Managua mandados a enterrar de inmediato. El Minsa no los reconoce como casos de Covid-19 https://t.co/bHQtn4MLbw,0.0
"@AlvaroUribeVel Matarife, ya le dio Covid 19?",0.0
Veremos a Ayuso devolver el dinero que no pago después de alojarse en un apartamento de 6000 euros cuando tenia el Covid? No. https://t.co/eI4Ehnni0L,0.0
Nelson Navarro entrega Kit de protección COVID-19  https://t.co/TLAInwB56j,0.0
Pallares habló sobre la curva de contagios de COVID-19 en el AMBA https://t.co/mv1ArjyZpY vía @laprovinciabsas,0.0
@Covid_19Time somos unos capos,0.0
"#IvanZahinos compañero de .@ medicusmundimed nos cuenta sus reflexiones sobre #Pandemia a traves de mujeres de  #Ecuador, #Bosnia-Herzegovina, #Bolivia y #Mozambique https://t.co/9pGUXA6r66 vía @eldiariocv",0.0
@Djgrecom @RTultimahora @ActualidadRT El covid-19 está sacando todo.....,0.0
"#EvitaSanciones; Recuerda que debido a contingencia por #covid_19mx, el programa #HoyNoCircula en la #ZMVM y en el #ValleDeToluca aplica a vehículos con #EngomadoRosa con terminación de placas 7 y 8, holograma 00, 0, 1 y 2.  #MexiquenseNoticias https://t.co/HgdqjHKAxA",0.0
@insomniac_juni Asad 🤞,0.0
@Jami1601 Asad...,0.0
Argentina encerrada por Covid-19 https://t.co/ogES5rujE0,0.0
"Alomartes, un pueblo... https://t.co/oJ8QDryyNK  /noticias/granada/item/56881-alomartes-un-pueblo-volcado-en-la-ayuda-ante-el-covid-19.html",0.0
CETRAA y CONEPA: carteles contra el COVID-19 https://t.co/DpqqBzZwDc,0.0
Esto sugiere la #OMS  para los países que regresen a clases. #Covid_19 #RegresoAClases @Educacion_Ec #Ecuador https://t.co/1EJg3P39lE,0.0
"Esto no debería haberse hecho  en febrero sabiendo ya los casos de China e Italia?? Por qué vamos siempre tarde no, tardísimo para todo?? #vamostarde #Covid_19 https://t.co/ROTpF5kgZG",0.0
Aprendizaje sobre maneras de llegar a la meta. Reflexión de una alumna de 4° durante un monólogo. Si aprendemos algo que sea para aplicarlo a la vida. #lovemyjob #Covid_19 #aprendizajesencuarentena https://t.co/t0TiSxqubL,0.0
Infosalut - COVID-19: Medidas de la fase 1 del Plan de transición https://t.co/Bqh2Huw23S https://t.co/qflEo4YXpf,0.0
Casos de Covid-19 disfrazados como neumonías en Nicaragua https://t.co/xYP4SSGeyp,0.0
Las duras revelaciones del director de la cárcel de Villavicencio https://t.co/VHMk5C8Efh,0.0
Te imaginas que no sale agua de tu grifo? Pues así estamos en casa con hijos.. #las6delaRAP #aguaderechohumano #necesidadesbasicas #stopcortessuministros #Covid_19 @aytogr @Emasagra @LuisSalvador @LA_PAH @granadapsoe @ppgranada  @PodemosGranada https://t.co/Ter5MNMfWB,0.0
"Por covid se pasa mi cumpleaños a setiembre hasta entonces sigo teniendo 49 ., gracias",0.0
As vítimas pola COVID-19 en Galicia achéganse ás seiscentas https://t.co/25KkeUebD9,0.0
"Plasma y placenta, alternativas contra la Covid-19. Link: https://t.co/vPBjsZJRrr Descarga la app: https://t.co/qZzl1OJMIz",0.0
El Ayuntamiento de #Algeciras hace doscientos test para detectar Covid-19 https://t.co/DqrHoi6xaz,0.0
Una batalla de dos meses que continúa https://t.co/cBHc6hXyZB Via @Granma_Digital,0.0
"""Sólo habrá rebajas online; nada de presenciales #Covid_19""  https://t.co/OYxJWB1atb",0.0
Ustedes eran chicos pero en tiempos de covid 19 una persona que vino de afuera cago a trompadas a un portero de un edificio porque quería escapar de la cuarentena,0.0
EEUU cuestiona datos oficiales del COVID-19 en Nicaragua  https://t.co/WEiQmfAVoZ via @DLasAmericas,0.0
"Casos de Covid-19 en Yucatán, Quintana Roo y Tabasco al 11 de mayo https://t.co/bu8cdQjPhc",0.0
"Casos de Covid-19 en Yucatán, Quintana Roo, Campeche y Tabasco al 10 de mayo https://t.co/BtQlJzLXSF",0.0
#untipitofeliz indaga si para un viaje astral hace falta barbijo y ropa planchada. Día #58 de cuarentena por #coronavirusargentina #COVID-19 https://t.co/7kWgD34S7H,0.0
En España reabrieron cafeterías y otros lugares que se mantuvieron cerrados por el brote del COVID-19. #HechosAM,0.0
PALOP contra COVID-19 - Sr. Ferro Currado https://t.co/muraG2kIK1 via @YouTube #PALOPcontraCOVID #PodcastDoFredilson,0.0
Delsa Solórzano anunció creación de plataforma de teleconsultas para diagnosticar el covid-19 https://t.co/M9YTKF6ldi  https://t.co/wEZGltga3f,0.0
La mortalidad por covid-19 en Catalunya está en torno al 4% https://t.co/npxOvfJ0Di,0.0
https://t.co/jG1Q5WyE8f  *Agencia Internacional ALJAZEERA publica nota con entrevista a los compañeros Tolentino y Maricela*,0.0
Coronavirus Disease 2019 (COVID-19) https://t.co/fmb49ieogc vía @CDCgov,0.0
SOLIDARIDAD ABSOLUTA - Messi volvió a donar para la lucha contra el COVID-19 https://t.co/re6dfAQOB1,0.0
¿Cómo será el liderazgo político en la era post-Covid-19? https://t.co/QubvDCqiwo @prnoticias,0.0
.@IrvingPineda nos presenta el reporte del COVID-19 en México. #HechosAM https://t.co/YUGfkmfhMi,0.0
"En #Santurtzi hoy mismo, manteniendo las distancias #Covid_19 #COVID https://t.co/pzPAdtiwhX",0.0
El CIBIR lanza la campaña de donaciones ‘Investigación COVID-19’ https://t.co/lv8XCNrXzR,0.0
#FelizMartes  No dejes de vacunar a tu mascota!! #Covid_19 #Veterinario https://t.co/YIOcBzXIEH,0.0
"@Covid_19Time Perú, subcampeón de América!!!!",0.0
La Comunidad registra 418 ancianos fallecidos en las residencias por el Covid-19 https://t.co/0GDknRyJRY,0.0
@Andreaperfal02 y de paso cogemos el covid-19,0.0
Florida: Solo 20 fallecidos por COVID-19 en las últimas 48 horas: En las… https://t.co/P9CuXRCb1c #cubanosporelmundo,0.0
Wuhan planea testear a todos sus habitantes tras un rebrote de Covid-19 - https://t.co/KpPNKiDHaj https://t.co/LbesmQYKJ6,0.0
"Boletín No. 30 - CUBA VS. COVID - Martes, 12 de mayo de 2020. #CubaRDCongo @EmbaCuba_RDC │Vía EmbaCuba Kinshasa-CubaMINREX: https://t.co/bdPCFvC1yt https://t.co/wTKeIGOepP",0.0
COVID-19: App para el rastreo de contactos y superficies virucidas https://t.co/caUvtekm3Y,0.0
"Covid-19 | Contagios en Wuhan, foco inicial de pandemia, llegaron a cinco https://t.co/5ZVj9csAx2 via @RedMasNoticias",0.0
@eopreisz Hola Enrique. No tenemos casos de COVID-19 en Villa Gesell.,0.0
Héroes en tiempos del #COVID-19 https://t.co/khIMN25Lgf,0.0
6 MUNICIPIOS REGISTRAN COVID -19 https://t.co/8kEbAskjsr,0.0
Casos de Covid-19 disfrazados como neumonías en Nicaragua https://t.co/171xmfCsSW #COVID19Nicaragua,0.0
"@DuniaDW2 Si eso es Corea del Sur que es material bibliográfico de planteamientos de algunos sabiondos que orgullosamente citaron ese modelo de respuesta sanitaria al covid-19, que se puede esperar en República Dominicana: ¿recontagios, o no?",0.0
Ya puedes saber los datos oficiales del Covid-19 en la Safor: 28 fallecidos https://t.co/irBDQ5lTR7,0.0
Actualización 12/05/2020.  #SARS_CoV_2 #COVID_19 #COVID19 #COVID2019AR @CarinaBalasini @cicsati @SATIarg @drjavierfarina @Treponema2018 @MarianaLestelle https://t.co/Y2G1NkILTs,0.0
Dados atualizados de Andradas - Covid 19 https://t.co/ekOxrcmsu4 via @YouTube,0.0
"@AnaVinolo ""Hermanarse genéticamente con los latinoamericanos"" no lo acabo de pillar https://t.co/neVdirckrM",0.0
Atacadao de covid-19 https://t.co/LCOUUclNHh,0.0
Estudio: casos leves de covid-19 generan inmunidad https://t.co/v9rH8SZY4A  https://t.co/Xz5fAr2Qsc,0.0
"#PicoYCédulaCartagena | De acuerdo con decreto 0599 del 9 de mayo de 2020, comunicamos las restricciones para la circulación de hombres y mujeres en la ciudad en medio de la mitigación por el COVID-19. https://t.co/elFh4QXVfu",0.0
Casi todos los casos leves de Covid crean anticuerpos que les dan inmunidad https://t.co/kEsL4JqIeC,0.0
"Jalisco: Las cifras de Alfaro ante la pandemia de covid-19, no cuadran https://t.co/yEc0R2ZTS6",0.0
#LutoNacional #COVIDー19 Repuntan en España las cifras por Covid-19 con 176  fallecidos y 426 contagios https://t.co/aSBmAIhQG2 vía @telemadrid,0.0
Comportamiento del covid 19 en los pulmones. Video en 3D. https://t.co/7xUBQu2wO0,0.0
Una batalla de dos meses que continúa https://t.co/m9a8Qr2HgX Via @Granma_Digital,0.0
"Domingo, a las 18 hs. de Argentina.  - Brasil ante el COVID-19 - Vocación política de los laicos - Emigración de los católicos hacia las sectas  Que no te la cuenten…  P. Javier Olivera Ravasi, SE  #BrasilBajoPandemia #HablaChrisTonietto https://t.co/3EstPSkQ8i",0.0
Anticuerpo monoclonal Itolizumab hace su aporte contra la COVID-19 https://t.co/bYRmx8iqbe Via @Granma_Digital,0.0
"@Ruben05939292 Estimado @Ruben05939292, en el siguiente enlace usted encontrará información sobre las medidas adoptadas frente al COVID-2019, para control y supervisión en clientes y personal de las entidades bancarias.https://t.co/Fil6yDTeRZ",0.0
Transformación digital: por qué el COVID‑19 podría acelerar los procesos https://t.co/i8Of8mX2n1 https://t.co/Uj7guzuFTi,0.0
@elcomercio_peru De algo sirvio el Covid-19. Ahora empieza el exodo veneco,0.0
"@InSentinell ... Como el avión a canarias, petaò.  Puede que en algunos días veamos el repunte de COVID.",0.0
"Wey, el covid nos jodio la vida a todos.",0.0
Un poco de formación #confinamiento #coronavirus #covid_19 #diasdelluvia #alcobendas #alcobendascity #madrid #competeciasdigitales #actualizandoconocimiento https://t.co/17jaHDeBD4,0.0
@Rafka_FB @tonysaliba11 Covid-19 mno 3adad esabat,0.0
Covid ante Portas #Verschwoerungsfilme,0.0
"Protocolo de actuación para #empresas #instaladoras ante el #COVID-19, elaborado por La Confederación Nacional de Asociaciones de Empresas de Instaladores y Fluidos @CONAIF  https://t.co/5vqJ1tMEjL",0.0
"La incidencia del confinamiento ex COVID-19 sobre la residencia fiscal, sobre los EP, sobre los transfronterizos… (I) https://t.co/XS30PoX2dp via @ccsabogados",0.0
“Aquí nadie sale”: ancianos en #Venezuela sortean el coronavirus en asilos sin visitas. https://t.co/bwf2OsO7hB https://t.co/fSTkQXXcs8,0.0
Los niños y el Covid-19 (el mercurio 12.05.2020) https://t.co/PFW5PhUGdV,0.0
La madre de Charo falleció en una residencia sin tener la oportunidad de recuperarse en una UCI #AR12M  https://t.co/pEmAOgDHsP,0.0
¿Que canción podría poner por el balcón contra la cacerolada?  #enfermeras #DiaInternacionaldelaEnfermera #COVIDー19 #Covid_19 #Enfermeria #FelizMartes #voxparásitos #CultureInQuarantineMW #webinar #enfermeriaatulado #martinezalmeida #AyusoDimision #AyusoVeteYa #AyusoRidicula,0.0
Sin rastro de Covid-19 en bebés recién nacidos con madres contagiadas por el coronavirus https://t.co/v2WnTbeCv8,0.0
"@Ruben05939292 Estimado @Ruben05939292, en el siguiente enlace usted encontrará información sobre las medidas adoptadas frente al COVID-2019, para control y supervisión en clientes y personal de las entidades bancarias.https://t.co/Fil6yDBDtp",0.0
"""Genéticamente el covid nos ha unido"" di que sí hermana https://t.co/yevMHRHk2X",0.0
Se nos está quedando un día de pm para pillar el covid-19.,0.0
disfrázase o silencio que respiramos  #toelmoum #vidraldoxabardo #Covid_19,0.0
"Y por fin, después de dos meses...reencuentro con la mia mamma y el mío papà #Reencuentro #Covid_19 #CuarentenaCoronavirus https://t.co/ZXYHPcdhMe",0.0
Familiares de 3.260 fallecidos por covid se querellan contra Sánchez y sus ministros https://t.co/Gd3hZTMmKi,0.0
Lunes 10 de Mayo 0 fallecidos por Covid-19. https://t.co/WR4AppGCd6,0.0
"Hombre diagnosticado con Covid-19 viajó de Bogotá a Barrancabermeja, no hay gobierno nacional o local que pueda ante la falta de cooperación de la ciudadanía.",0.0
Covid 19 y sus diferentes cepas https://t.co/jb6x6Rnjvk,0.0
@bvnvn0__ Está dando para mas d lo q pensaba el covid,0.0
Alimerka expande a Castilla y León el apoyo a los sanitarios en su lucha contra el Covid-19 @alimerka #covid19  https://t.co/FR5vVuHDo8 https://t.co/0Wj6IwJexE,0.0
.#Coronavirus: Los 24 segundos que resumen cómo es teletrabajar con niños | Mamás y Papás | EL PAÍS #COVID-19  https://t.co/TKH8wos2dA,0.0
"Ian Morris, historiador: ""Las sociedades que se cierren al mundo se quedarán atrás""; en @elconfidencial #libros #TwitterCultural  https://t.co/i31mzlCEBr",0.0
COVID – 19 | Tus clicks más solidarios https://t.co/wiucwv37Db,0.0
Un informe de la OMC examina el papel del comercio electrónico durante la pandemia de COVID-19 @Mercojuris,0.0
Estos son los horarios para la salida de niños en Medellín https://t.co/ZO5z3qLbbZ,0.0
"@FedeSoto @CarlosSaloniti Pero tienen gente con Covid, Fede?",0.0
@CheesePabloFL Sólo le falta el covid,0.0
"Ya nada tiene sentido, ven por mi covid 🥺 https://t.co/HURdnK9YZe",0.0
@JLV_90 @rimbaudarth @iescolar Y te pongo más: https://t.co/eHYBEtlZfD,0.0
@Richar_Vera El covid viste a la moda,0.0
Números da Covid no MA https://t.co/z0qB9bwBJq,0.0
https://t.co/gCysGfeGVN  A Suecia le va igual del nabo que al resto...,0.0
Aguado habría pactado con el PSOE echar a Díaz Ayuso del Gobierno https://t.co/ZlEWmBxwwi vía @El Distrito @ppmadrid  @Cs_Madrid @PSOE @madrid_vox @voxnoticias_es #AyusoMeRepresenta #AyusoDimision #COVID,0.0
"Al final para que la gente no saliera de casa había que dar lluvias, no multas. #llueveenmadrid #Madrid  #Covid_19",0.0
"@eldiarioes No sabe ni que la ""D"" de COVID es ""Disease"" como para saber lo otro.",0.0
Datos de #Covid_19 en Mexico.  https://t.co/aXcgGn2dlI,0.0
Así es un día en el campo de batalla por covid-19 https://t.co/bfSdOfxFvc,0.0
"Plasma y placenta, alternativas contra COVID-19 estudiadas en Israel https://t.co/7czp44ghBj #unionradio https://t.co/uVDlB4n6Of",0.0
Covid se llevo mi última ilusión,0.0
Covid-19: Un análisis para después de la tormenta;via=@buscandorpta;url=https://t.co/ANp9GhiGZV,0.0
Esperanza contra el Covid-19: Lombardía anuncia la creación de un banco de plasma hiperinmune https://t.co/ufcsEh7FJE via @ABC_Conocer,0.0
"""Un déficit de 500.000 millones de dólares, un déficit comercial con China. Vamos a darle la vuelta, nosotros tenemos la cartas"". Declaraciones de #Trump, asesorado por Bannon. Cuatro años antes del #Covid_19 #coronavirusARV",0.0
Como Plataformas de Risco .. https://t.co/DQ7Zio98Dh,0.0
No da tiempo a ponerse al día con las cagadas de Ayuso eh. Que dice que el covid nos ha unido mucho genéticamente con los colombianos y mexicanos. ¿Quién asesora a esta señora?,0.0
#FelizMartes #12May&gt;&gt;&gt;La pandemia en clave política. Entrevista de Cristian Maldonado a Atilio Boron&gt;&gt;&gt; https://t.co/TQB9ctwpCU   #Covid_19   #cuarentena   #Mayo2020   #QuedateEnCasa   #yomequedoencasaleyendo,0.0
@juliocastrom Pandemia COVID-19: ¿y Venezuela qué? https://t.co/b4vLWV2E73,0.0
@danixsuescun encima me dice otra fan que no es estar malite que hay gente que les pone covid mira memeo,0.0
Anne cuando le vayan a poner el palito por la nariz para la prueba del Covid https://t.co/ZvEdfdz6ff,0.0
¿Tenemos en España un cálculo aproximado de la R0 del Covid como están haciendo en Alemania?,0.0
@realDonaldTrump LIAR https://t.co/wBINVDPLgU,0.0
InfoServicios COVID 19  Mas información: https://t.co/VMSL5QyrvT https://t.co/P2oM0c0nVW,0.0
Una batalla de dos meses que continúa https://t.co/k6xCb6DAbP Via @Granma_Digital,0.0
@RiodeNojeira Espero que o Covid entre pelo cu dele.,0.0
COVID-19: datos abiertos de Bahía https://t.co/mFoaXfjiZN  @JFArdaiz @LabBahiaGob @MunicipioBahia https://t.co/r5R6EqoBA1,0.0
El reconocimiento de Simón a los enfermeros en su día https://t.co/emag37ukL1,0.0
Una generación llamada Covid-19 https://t.co/hbJ4AmG5y5,0.0
Emergenza Covid-19 https://t.co/JbP4Zm8y6y,0.0
Retiran de la presidencia del Comando Covid-19 regional Amazonas al Dr. Elías Bohorguez Medina https://t.co/nvdt3LAuvI vía @reinadelaselva,0.0
COVID-19: la hora de la reconstrucción tras el coronavirus - Ethic  https://t.co/tEEUEzBRBC,0.0
COVID-19: la hora de la reconstrucción tras el coronavirus - Ethic  https://t.co/6nJ2it6REN,0.0
"Vía SESA, biocidas en túneles y arcos https://t.co/ONAmpUVq41",0.0
Anticuerpo monoclonal Itolizumab hace su aporte contra la COVID-19 https://t.co/ium7vea2zi Via @Granma_Digital,0.0
Cómo la tecnología definirá el mundo post Covid-19 https://t.co/ppi11OknFW #telecobosco1 #telecopons #info,0.0
Hoy en @PPRadio919 por @Javeriana919fm   - El mundo Post- COVID.,0.0
@Covid_19Time Que opinas del entherfound?,0.0
@Portugense @Fadewade T bién content du covid,0.0
Ágatha Ruiz de la Prada desvela un antes y después del COVID-19 https://t.co/yAHK498ZhO https://t.co/bTqZHyrWED,0.0
