Tweet,etiqueta
Twitter añade un sistema de advertencias y oculta contenidos no verificados sobre el COVID-19 https://t.co/JofJMPklyL,-1.0
"Este martes 12 de mayo celebramos el 𝗗í𝗮 𝗜𝗻𝘁𝗲𝗿𝗻𝗮𝗰𝗶𝗼𝗻𝗮𝗹 𝗱𝗲 𝗹𝗮 𝗘𝗻𝗳𝗲𝗿𝗺𝗲𝗿𝗮. Destacamos la labor de estas profesionales que, hoy más que nunca, hacen historia afrontando día a día su misión en tiempos de pandemia conta el #Covid_19  📢 ⏩  #MáximaProtección https://t.co/zGwNPTAT6V",1.0
"China registra leve repunte de casos por Covid-19 😷. . . Esta podría ser la señal más temida y de la que muchos científicos han hablado, una segunda oleada de Coronavirus en el mundo.  Al menos es lo que podría… https://t.co/VuWmo4vWuO",-1.0
"El Covid está deteriorando la industria peletera. Os explico:  -Las granjas despellejan a los animales en noviembre + o -. -Las pieles se llevan a casas de subastas. -Casi todas las pieles terminan en la de Helsinky, Copenhague o la NAFA (en 🇺🇸). https://t.co/NZ1s6tcrJG",1.0
Las personas que han superado el nuevo brote de coronavirus en Baleares son casi cinco veces más que las que actualmente lo siguen teniendo activo  https://t.co/YcOj9zExkg,1.0
"Conéctese porque ya estamos #EnVivo con nuestro informativo matutino #MesaDeTrabajo hoy Martes 12 de Mayo.  Un servicio a la comunidad, información y análisis sobre el manejo de la crisis del COVID-19 en el Eje Cafetero. 👇🏻 https://t.co/lk5UI2u5G2 https://t.co/R0WoGLkubK",1.0
Covid-19: ¿Cómo podemos salir de forma segura del confinaniento? El caso del Reino Unido   https://t.co/GzoyNdSlZu,1.0
El pánico no tiene importancia en el entrenamiento de una enfermera  En el Día Internacional de la Enfermería saludamos a quienes con su alto compromiso junto el equipo médico siempre cuidan de la salud de los bolivianos. #GobernaciónCh #Chuquisaca #covid_19 #QuédateEnCasa https://t.co/Idv2dIGbCG,1.0
"Os imaginais 5 años esperando la vacuna de covid-19?  5 PUTOS AÑOS ASÍ????  Yo saldría a coger el bicho, prefiero intentar superarlo que estar 5 años encerrada",-1.0
"Buenos días, van las primeras planas de día de hoy. Nos vemos a las 8:00 por https://t.co/p9hpGY2ac1 Entrevista exclusiva verdades y mentiras del Covid:19 en México, con Carlos Castillo-Salgado Director del observatorio de salud pública global de la Johns Hopkins School https://t.co/pBVm8jEPB3",1.0
Me encanta!!! Prepara tu estrategia de marketing de performance post COVID-19 - Good Rebels https://t.co/3NyyAFtTpq https://t.co/OsKUg01seC,1.0
Estados mejoran salarios para médicos ante auge de #Covid19. https://t.co/Z4UEBUKOmN https://t.co/lVVEYAgY33,1.0
Dr y venga seguro que estamos pensando en Covid... https://t.co/IMCU5EG6Tl,1.0
Feliz #DiaInternacionaldelaEnfermera a toda la comunidad de #Enfermeria Gracias por cuidarnos. #FlorenceNightingale pero también #hospitaleras #Historia #medieval #SaludSinBulos #Covid_19 #NursesDay2020 @Sara_enfermera @FaCienciasSalud https://t.co/3Yw2sFtsQC,1.0
No deja de asombrar la cantidad de gente con tapaboca al solo llamado de una exhortación. Hasta el mas anarco radical cayó complaciente ante la sensación de miedo. Religiones del S. XXI - modelo covid-19.,-1.0
¡Qué vergüenza! Urtaran oculta el dato de cuántas personas han fallecido en #VitoriaGasteiz por Covid. Dice el Gobierno municipal que es un dato que no aporta tanto.  Inaceptable. https://t.co/x2qRau2tJQ,-1.0
El mayor índice de afección del covid-19 en la provincia se registró en abril https://t.co/m8QOTEsEeP,1.0
"#LaImagenDeDuque @IvanDuque si va a salvar a @Avianca que su generosidad se extienda a los comerciantes, pequeños y medianos empresarios que también se quebraron, por el Covid y por su ""gobierno""",-1.0
"Baile clandestino es disuelto por autoridades municipales   Unas 100 personas reunidas en un predio ubicado en la colonia Naciones Unidas, en donde se desarrollaba un baile sonidero, fueron exhortadas a desalojar el lugar debido a que se desarrolla la Fase 3 por Covid-19. https://t.co/atkoyCMTEH",1.0
"Como contamos en @LPOEsp.. | Ayuso ha prometido la creación de un ""hospital exclusivo para Covid"" para pasar a la Fase 1 https://t.co/yJi6vmMvsI https://t.co/a6EPCVRyLF",1.0
".@pacoreyesm continúa sus reuniones telemáticas con alcaldes para abordar consecuencias del Covid-19 y las actuaciones de respuesta articuladas. Hoy se ha reunido con los primeros ediles de #Canena, #Jabalquinto, #LaIruela, #PuentedeGénave; y #SantoTomé   https://t.co/WBHhwQ0Z56",1.0
"Este año no hemos podido celebrar la actividad ""Diputado por un día"" de @AldeasEspana, pero esperamos a los escolares andaluces en el @ParlamentoAnd una vez superemos al Covid_19. Hasta entonces, hay que tener cuidado y ser responsables. Nos vemos pronto😘 https://t.co/GmQao3bZ5L",1.0
"Nuestro primer reporte situacional Pandemia por #Covid_19 en el marco del Proyecto #MonitorDeSalud es un esfuerzo para documentar desde el día 1 la emergencia, asimismo comenzaremos a trabajar con salas situacionales regionales con nuestros aliados https://t.co/vmPnFoyGlI",1.0
Buenos resultados del anticuerpo monoclonal humanizado Itolizumab para tratar la #Covid19 #CubaPorLaSalud #CubaSalvaVidas https://t.co/1pODrbtRft https://t.co/GMeCZ3pu0l,1.0
"India está obligando a las personas a usar una aplicación para monitorizar el COVID, a diferencia de cualquier otra democracia https://t.co/KCzmCxnXCf",-1.0
"Antonio vuelve a su casa, a Vitalia Llorens, después de superar el Covid-19. Y asi es recibido... 👏👏👏 https://t.co/QhmiRmsQOH #residenciasdemayores #Llorens https://t.co/lpHJAhIPp1",1.0
"📣Para hacer frente a esta crisis del #COVID_19 y las ayudas👷‍♂️👷‍♀️, inversiones y políticas de re-activación🏭, el Ayuntamiento va a necesitar liquidez, siendo el IBI urbano una fuente de ingresos vital, desde Izquierda Unida🔻#MirandaDeEbro proponemos: abrimos hilo 👇",1.0
APERTURA. El Colegio de Médicos Veterinarios de Santa Cruz dice que cualquier uso de este antiparasitario contra el Covid-19 “es responsabilidad personal de los profesionales que lo recomiendan”. #YoMeQuedoEnCasa #CoronavirusEnBolivia https://t.co/o5MrbCxcy0,1.0
"◾Detalles de la movilización:  ✔GFH de la actividad:  1105MAY2020 ✔Lugares donde se realizaron: BAPDI Liceo Creación El Triunfo, UPDI Libertador I del Municipio Casacoima ✔Tipo  de Actividad: En el Marco del Plan  Preventivo del COVID-19. Se realizo el mantenimiento del abono",1.0
🔲 *REPORTE DE MOVILIZACIÓN MILICIA BOLIVARIANA* ◾CRM GUAYANA  ◾CZM DELTA AMACURO ◾ADI 612 CUYUBINI ◾Denominación de la Actividad:  *PLAN DE OPERACIONES COVID-19 2020* ◾Ente organizador: CGMB/ CRM GUAYANA/ CZM DELTA AMACURO/ADI 612 CUYUBINI/ BAPDI LICEO CREACIÓN EL TRIUNFO,1.0
#Nacionales| Venezuela detecta 8 nuevos casos de Covid-19  Lee más #ElCandelazo 🔥 👉https://t.co/Fry5iMmfVR  #12May https://t.co/3Q117zXjNd,1.0
"La banca española podrá asumir el aumento del riesgo por el Covid-19 en 2020, según Scope Ratings https://t.co/eWDByjGNJX",-1.0
Informe diario de COVID-19 👇🏾 https://t.co/pAcX2sFa7d,1.0
Muy buena nota de @norabar  sobre el app covid. Pero en que norma se dice que el app es obligatoria? https://t.co/YKgQ0WPW6G,1.0
Cárceles: la Corte bonaerense rechaza habeas corpus colectivo y da vía libre al Covid-19 https://t.co/T42logFHpd vía @izquierdadiario,-1.0
"Aún se vislumbra lejos el #verano, y más si cabe con la continua incertidumbre que genera el #Covid_19, pero sí es cierto que ya volvemos a pasar más tiempo al aire libre. Por eso, es importante prevenir ante los efectos del sol. Sigue nuestros consejos ➡️ https://t.co/wpK7L9QRND https://t.co/jKsA4QE78B",1.0
🔴 (2/2) El coronavirus tampoco se libra de las teorías de la conspiración. @InazioLopez nos explica algunas de las hipótesis que se están barajando sobre el COVID-19. #EnJake  ➡ https://t.co/OY83zEh0fK @Xlapitz https://t.co/t7OZbWpRSb,1.0
"Un grupo de abogados presenta una querella ante el Tribunal Supremo contra todo el Gobierno de Pedro Sánchez en nombre de 116 familiares de víctimas de la COVID-19, por un delito de homicidio imprudente en la gestión de la pandemia https://t.co/NY8kCHmGlA",-1.0
🔴 (1/2) El coronavirus tampoco se libra de las teorías de la conspiración. @InazioLopez nos explica algunas de las hipótesis que se están barajando sobre el COVID-19. #EnJake  ➡ https://t.co/OY83zEh0fK @Xlapitz https://t.co/mShBtw9OB8,1.0
"12/05/20 09:02, COVID-19 no Brasil.   Casos confirmados: 169594   Recuperados: 67384   Mortes: 11653",1.0
Tantos problemas que tiene mi bella Venezuela pero en su mayoría se dedican hablar del covid 19 y darle cobertura a las bajesas del hijo de nadie Guaido y de la y qué renuncia de los esbirros que tiene como colaborador algo que se pone  en duda por qué son caimanes del mismo pozo,-1.0
#CoronavirusEnArgentina | La Organización Panamericana de la Salud (OPS) dio su parecer sobre el tema y comunicó que esto puede producir que una persona se contagie de COVID-19. https://t.co/TwwKm02Q0I,-1.0
"Ingresos de la Costa, golpeados por la COVID-19 https://t.co/t9EZ4kkb58",-1.0
Nuevo sistema cubano de diagnóstico de la COVID-19 permitirá ampliar estudios en la población https://t.co/RsD8d2nq8Q Via @Granma_Digital,1.0
@Diego_Schalper 📢Ojo la cordura de esta sra dura lo lo mismo que un plátano a manos de un mono #Covid_19,1.0
"@IvanDuque si va a salvar a @Avianca que su generosidad se extienda a los comerciantes, pequeños y medianos empresarios que también se quebraron, por el Covid y por su ""gobierno""",-1.0
Si ya saben lo feita que soy ps pa que me invitan? 😏😅  #conlosbuenosdias #SistemaColapsado #mathisellanesisoverparty #aviancaseguiravolando #DesignerJennieDay #enfermeras #DiaInternacionaldelaEnfermera #saludoplanetario #الحظر_الكامل #الفجر_المفجع #lesbicaeansiosa #Covid_19 https://t.co/outasS2eMI,1.0
"En Hong Kong terminando Covid, iniciando protestas. En Colombia apenas pase Covid iniciarán protestas https://t.co/hpdWWsH8bV",-1.0
Cada día que pasa es crucial. Saben que tienen que actuar de manera rápida y contundente y lo están haciendo. El mayor virus que tenemos en España después del Covid 19 son las ordas Comunistas y no vienen en son de paz...quieren ganar la guerra que perdieron. #SiguemeYTeSigoVox https://t.co/G5hqEHzSqN,1.0
"Cruz Roja en Canarias atiende a 86.104 personas vulnerables ante el COVID-19, más del doble del objetivo estimado inicialmente https://t.co/1tjgKtpjfp",-1.0
"Si el coronavirus fuese afectado indirectamente por nuestras emociones de odio, rabia y rencor   Mataría más a quien ?  #Encuestas #EnCuarentena #Covid_19 #SistemaColapsado #enfermeras #AmericaLatina",-1.0
🌵 Diccionario del Covid: la pandemia del coronavirus de la “A” a la “Z”... https://t.co/VnwQP63GiZ,1.0
"@PedroMeni En ese caso has tomado 650k que es la cota máxima, la mínima es de 290k. Hoy por Covid hay 286K. Eso contando con la falta de datos y/o la manipulación de éstos de algunos paises. Vamos que tenemos 286K tirando por bajo y con solo unos 4 meses de virus. Si lo multiplicamos por 3+",-1.0
@JR98643202 @itorlop @alejanders2 @pnique Los parados son del Covid no del estado. La deuda pública es del Covid no del estado. El 8M es del Covid no del estado. El arresto domiciliario de 46 millones de personas es del Covid no del estado.,-1.0
"Número de casos positivos por Covid-19 en Puerto Rico se sitúa en 2,299 https://t.co/FQZpXNOrZ5 https://t.co/ZLaGTYEg41",1.0
"@PedroFerriz Es evidente que se requiere más dinero para apoyar en el sector salud que ya está rebasado por los casos de COVID-19, que en los últimos días han crecido exponencialmente.",1.0
"📢 No, el COVID-19 no es igual que la gripe. Aquí las diferencias y similitudes https://t.co/TBQR6CzjDr",1.0
Vélez-Málaga crea una ‘Renta Básica COVID-19’ para paliar el impacto de la crisis entre los vecinos y vecinas de Vélez-Málaga https://t.co/cHqmuN5dK1,-1.0
Yo me había instalado la de COVID y me pareció una porquería. No tengo conocimientos tecnológicos y soy una más del montón pero creo que con lógica ya te das cuenta. https://t.co/ktho8OLJLg,1.0
"El alcalde socialista de Tarancón incrementa el presupuesto salarial 102.000 euros en plena crisis de la covid, por @miguelpr83 https://t.co/E0qu8TpIKv vía @libertaddigital",-1.0
¿Qué país miente y cuál dice la verdad sobre infectados y muertos? #coronavirusgt https://t.co/4M4s3BsgxO,-1.0
"Gran inverecundia de estos ¿profesionales de la salud? que pidieron licencia para protegerse, según ellos, del Covid 19 pero en realidad están infectados del FujiMoVirus esparcido por la hipócrita cínica prepotente cabecilla KEIKO FUJIMORI PARÁSITO QUE NUNCA TRABAJÓ https://t.co/nyVnpD92iq",-1.0
⚕️En el Día Mundial de la Enfermeria. Rendimos homenaje por la gran labor que han venido desempeñando todas/os los/as Sanitarios/as en esta pandemia mortal de la #Covid-19. Son lo #Héroes que lo han dado todo… https://t.co/cA5dlAqiNf,1.0
Impedir que dos enemigos se junten https://t.co/WCzBZFrd1u Via @Granma_Digital  #BloqueoNoSolidaridadSi  #CubaPorLaSalud,-1.0
"MÁS ESPACIOS EN LAS VEREDAS DEL MICROCENTRO Y LA RECUPERACIÓN DEL ESPACIO URBANO EN CONTEXTO DEL COVID-19 ""Tenemos que repensar y replantear los proyectos del plan de desarrollo urbano de la ciudad"".Lo dijo la intendenta @ines_byd 👇 https://t.co/ALvKNvrJCf https://t.co/ZdiEUkwGEI",1.0
Primera prueba piloto de 5G en Colombia ayudará a identificar los casos de COVID-19 https://t.co/QNw6K8R4sw,1.0
HOMENAJE EN EL «DÍA INTERNACIONAL DE LA ENFERMERA»  #COVID-19 https://t.co/E4OgLEcnzk vía @@aytoalguenya,1.0
Un estudio preliminar en Nueva York dice que los casos leves de COVID generan inmunidad https://t.co/6ra2aKyA9u vía @EFEnoticias &gt;&gt; si supiéramos quién es inmune avanzaríamos tanto..... pero se sabe con tests ( y dicen que no toca) 😡,-1.0
"#DiaInternacionaldelaEnfermera y ellas en medio de la lucha contra el COVID-19. Felicidades, muchos estamos muy agradecidos con su labor!",1.0
🌎 | IBEROAMERICA  Países con más MUERTES por coronavirus en Iberoamerica  🇪🇸España: 26.744 🇧🇷Brasil: 11.563 🇲🇽México: 3.573 🇪🇨Ecuador: 2.145 🇵🇪Perú: 1.961 🇵🇹Portugal:1.144 🇨🇴Colombia: 479 🇩🇴Rep Dom:393 🇨🇱Chile:323 🇦🇷Argentina:314 🇵🇦Panamá: 249  #coronavirus #COVIDー19 #Covid_19,1.0
Encuentra un covid positivo en casa duran Tres días para la atención primaria...,1.0
¡Mis amigos de @GEPservices han patentado un sistema de desinfección mediante termonebulización homologado como plaguicida por el Ministerio del Sanidad.    ¡Ideal para clínicas!  Adjunto link con la info por si a alguien le pudiese  interesar:  https://t.co/tBV18Uy7jH,1.0
"Javier Ruiz Gallardo se reinventó como celador tras la crisis. Ejercía en el hospital Puerta de Hierro...luchador, generoso y víctima anónima del #Covid_19...la fuerza y unión de una familia que hoy le recuerda. En @ondamadrid 🎙️📻 #LasNoticiasDeLasDos https://t.co/tQGyxSS47o",1.0
"@SaraIsabellaM @petrogustavo Señorita usted esta muy joven y muy bella para salir con esas estupideces, primero lea y no diga babosadas, no repita como loro viejo que eso es peor enfermedad que el COVID 19.",-1.0
"que se mantiene activa hasta el año 2013. En ese momento, las referencias a la misma desaparecen hasta que sale a la luz el nuevo COVID-19 ¿Qué ocurrió en todo ese tiempo? El 4 de mayo de 2013, el Laboratorio Nacional de Microbiología de Winnipeg MB, Canadá, recibió el novedoso👇",1.0
Cómo puede afectar la crisis económica del #covid en una economía descentralizad? El análisis De Santiago Díaz de Sarralde Míguez director del  (CIAT) y Profesor titular de Economía Aplicada de la #Economia #Covid_19 @universidadrey1 https://t.co/mntJnr2PYz,-1.0
#12May | En el marco de las políticas sociales de Nuestro Presidente @ Nicolás maduro   la #GMBNBT trabaja para garantizar la paz y la soberanía del pueblo que se encuentra en el resguardo ante #Covid-19 llevando más de 120 mil litros de agua en atención efectiva a nuestro pueblo https://t.co/EsN4AXbDCa,1.0
"¡La Amazonia nos necesita! 9 países. 3’000.000 indigenas en riesgo. Sólo 9 centros de salud para atender COVID-19. TRIPLE PANDEMIA: deforestación, contaminación, Covid-19.  ¡FONDO PRO AMAZONIA URGENTE! @infopresidencia  @IvanDuque  @JuanManSantos  @WHO https://t.co/w63Q98fVpg",-1.0
"#Regiones|  Alcaldía de Bucaramanga reglamentó el horario de salida para las actividades deportivas durante la emergencia por la COVID-19, la decisión se tomó tras ser suspendido el pico y cedula. https://t.co/49MwRv6Or0 #QuiebraDeAviancaEs #LaFmTeCuida @lafm https://t.co/SpnlgLqa7X",-1.0
Reo sospechoso de #Covid19 fallece en puertas del hospital San Juan de Dios en #SantaCruz: https://t.co/GIWZldWKbO https://t.co/Bxb3M3wRkD,1.0
Coronavirus.  Salud insiste en la corresponsabilidad de todos para evitar nuevos brotes de Covid-19.  https://t.co/N6nGAB94pS vía @COPE,-1.0
"Grandes noticias desde Dinamarca 💪🇩🇰  Declaran controlada la COVID-19 y creen ""muy improbable"" segunda ola 🙏 https://t.co/O9P3PxQtPE https://t.co/WJXWFLfGyx",1.0
Me encanta lo luchadores q son mis niños con covid ❤️ He tenido una buena guardia y me voy feliz a casa 😍,1.0
#Covid_19 #endthelockdownnow   #id2020  🦠💳  #CoronaHoax #كذبة_كورونا  #BillGatesBioTerrorist  #BillGatesVirus #conspiracy  🦠❌🦠❌🦠❌🦠❌ #Plandemic #Plandemic #DrFauci  🤡💉🦠🤪 Hoax in American https://t.co/PBLyDoGkF7,1.0
"@eldiarioes Y que? Si no cuesta dinero al erario público...se ha demostrado algún trato de favor? Esto es intoxicar gratuitamente...hasta donde yo se, también dio habitaciones a pacientes con covid...",1.0
"A saber que llevará la vacuna contra el covid 19,seguro que nada bueno",1.0
"Dinamarca declara controlada la COVID-19 y cree ""muy improbable"" segunda ola: Dinamarca, con una población de 5,7 millones de habitantes, ha registrado hasta ahora 10 711 casos positivos por COVID-19 y 533 muertos, con una tendencia descendente e.. *RP https://t.co/zlZQlLdNVv",-1.0
El nuevo dato de sanitarios infectados por COVID-19 es 48.320 https://t.co/0ZW44VUfHM https://t.co/hHhbCpC8Uy,1.0
Hay 7 u 8 buenos candidatos para generar vacuna contra el Covid-19: OMS https://t.co/vsE7g8nmre,1.0
"Asumamos que la COVID-19 no redime porque la gente  no obedece el protocolo que aconseja el gobierno de RD, entónces, ¿Mejorará con más extensiones? , ¿No será que la gente rechaza las autoridades? ¿En ese caso qué hacer? ¿No es preferible elegir otro gobierno libremente?",1.0
"Los ricos, si LOS RICOS, haciendo más por la sociedad española que el #GobiernoProgresista. Venga redistribuidores de miseria, criticad también a #JuanRoig. https://t.co/GXd96NgPLB #GraciasJuanRoig #Mercadona #Coronavirus #COVID19 #GobiernoMiserable #GobiernoDimisión",1.0
@lopezobrador_ Con base en sus aportaciones para proteger a la población del Covid-19... ¿en cuál doctor confías más?,1.0
"Y nada señores, en plenos tiempos de COVID, el mirador está full toooodas las mañanas, ciclistas, gente que camina, corre, con mascarillas sin mascarillas, el estilo que más te guste.",1.0
🎧 Apoya THABA con nuevas producciones la lucha contra la Covid-19 https://t.co/fmmMBvgLAW,1.0
OMS: Existen 7 u 8 principales candidatos para producir una vacuna COVID-19 https://t.co/VPSi8skHz6,1.0
"INSCRIPCIÓN EN GARANTÍA JUVENIL - COVID-19 El  SEPE ha habilitado la solicitud de usuario y contraseña a través del correo electrónico, en este enlace  https://t.co/G14WI55qgT , tienes toda la información. @empleo_SEPE https://t.co/HWbv6vya6d",1.0
🕑💻| Salud apunta a un diagnóstico erróneo como posible origen del contagio por Covid-19 de sanitarios en el Hospital Macarena de Sevilla y otras cuatro noticias sobre Andalucía que debes conocer a las 14 horas 📰 https://t.co/xDYBYgFxjp,1.0
"Sería increíble entrar en default cuando los acreedores están dispuestos a dejar mucho sobre la mesa y estando las posiciones tan cerca. Pero si pasase, ahí están el Covid y la falta de corazón del neoliberalismo para echarle la culpa, todo con gran apoyo popular.",1.0
Este martes #CADEX abordará la estrategia de la educación superior a distancia antes y después del Covid-19 https://t.co/iVUjNqKH0t,1.0
Este martes #CADEX abordará la estrategia de la educación superior a distancia antes y después del Covid-19 https://t.co/fStr5tKc6B,1.0
¡Aproveche los cursos guiados que se encuentran en la plataforma de Learn ArcGIS en apoyo al COVID-19! Si aún no dispone de ArcGIS puede probarlo durante 60 días. Inscríbase y tendrá acceso a su cuenta de organización de Learn ArcGIS hasta el 31 de agosto: https://t.co/ksecTbs0sU https://t.co/yeK2kB2fJX,1.0
Los disruptores endocrinos agravan los casos de COVID-19  https://t.co/6rvIAIZtIW,-1.0
Que no te pillen mal parqueado. Este es el #PicoyCedula para hoy martes 12 de mayo. . #cuarentena #picoycedula #barranquilla #covid_19 https://t.co/Lk6PgAHAMj,-1.0
"Llega la “desescalada laboral”.... Y tus empleados ya están formados en los riesgos y medidas de prevención a adoptar , frente al COVID-19, ante la vuelta al trabajo ??? No te preocupes, en APA  ya hemos pensado en ello.  https://t.co/ctmc8MiP8C https://t.co/gjlWxrsCqZ",-1.0
#SalimosDeEsta BBVA y sus empleados apoyan a 400 niños en situación de pobreza en la Comunitat con Save the Children https://t.co/NcqYlaJUKM vía @valenciaplaza,-1.0
#Palencia registra hoy martes 12 nuevos positivos por #Covid19 y ningún fallecido https://t.co/q1UIeFGG8P vía @carriondigital,1.0
"Martes 12 de mayo 2020. Nosotros no podemos tú si QUÉDATE EN CASA.  iPor favor QUÉDATE EN CASA! Ya tenemos 12 casos de COVID-19 en Quezaltepeque,  hoy más que nunca tomemos todas las medidas necesarias de higiene y distanciamiento social. Cuídense y cuiden a su familia. https://t.co/pjEBmSSFrq",1.0
"@mmlagoscc Actualmente no se están testeando a los contactos ni a la comunidad general, por lo que los test (+) son de quienes lograron acceder a atención de urgencia con síntomas y que el médico estimó sospechoso de covid y que la muestra se procesó oportunamente",-1.0
"Revisa el protocolo que hemos preparado para que si tú o alguien de tu familia viven con diabetes sepas cómo actuar. 🔍¿Qué hacer si te confirman el diagnóstico de COVID-19 o si debes ser ingresado al hospital 🏥?, resuelve estas y otras dudas en ➡️  https://t.co/8iJOY8O61C https://t.co/HcrXYJ2JGN",1.0
"Coronavirus: el repunte del covid-19 en Singapur, país que era ""ejemplo"" contra la pandemia (y qué dice de la propagación del virus) https://t.co/HuUKRPtclm",-1.0
🏥 #TALAVERA | 25 pacientes ingresados en el hospital por Covid  ✔️Continúa disminuyendo el número de hospitalizados por COVID-19 y de personas que necesitan respirador en #CLM  📲 Más información ➡️ https://t.co/NleqOQfU1W,1.0
Yo se que tamos en covid pero un dia de bailoteó no estaría nada mal,-1.0
Thomson Reuters ESP @TR_ESP ofrece un dossier gratuito que recopila y analiza las medidas procesales y organizativas para hacer frente al COVID-19 en el ámbito de la Administración de Justicia.  https://t.co/OVeoDOdTlU,1.0
